11,0
14,0
27,0
38,0
65,0
66,0
16454,0
74,0
16522,0
16533,0
183,0
16569,0
196,0
16619,0
16623,0
16628,0
16635,0
16655,0
299,0
399,0
16803,0
422,0
16812,0
16865,0
530,0
16916,0
560,0
17032,0
17034,0
818,0
861,0
968,0
976,0
986,0
1087,0
1096,0
1108,0
1134,0
1178,0
1205,0
1229,0
17703,0
1381,0
17808,0
1529,0
17965,0
1644,0
18048,0
18052,0
1677,0
1722,0
1727,0
1734,0
1764,0
18152,0
1846,0
18249,0
2055,0
2089,0
2101,0
2182,0
2205,0
18602,0
18610,0
2253,0
18646,0
2421,0
2433,0
2483,0
2490,0
2619,0
2674,0
2693,0
19174,0
2839,0
19254,0
2873,0
19650,0
3569,0
3585,0
3604,0
3624,0
3629,0
3633,0
3649,0
3681,0
3721,0
20117,0
20118,0
20132,0
3751,0
20151,0
20161,0
20166,0
20168,0
3786,0
20174,0
20181,0
20187,0
20189,0
20191,0
20195,0
20206,0
20207,0
20213,0
20215,0
20217,0
20221,0
20223,0
20226,0
20233,0
20235,0
20241,0
3860,0
20249,0
20251,0
20255,0
20257,0
20266,0
20269,0
20273,0
20286,0
20291,0
20300,0
20302,0
20304,0
20309,0
20314,0
20332,0
20337,0
3954,0
20339,0
20344,0
3968,0
20358,0
20368,0
20370,0
20378,0
20391,0
20392,0
20395,0
20414,0
20421,0
20442,0
20446,0
20448,0
20455,0
20463,0
20490,0
20497,0
20523,0
20531,0
20533,0
20535,0
20545,0
20548,0
20557,0
20569,0
20593,0
20628,0
20630,0
20640,0
20650,0
20671,0
4318,0
20706,0
4327,0
20715,0
20728,0
4372,0
4376,0
20784,0
20801,0
20822,0
20825,0
20833,0
20836,0
4475,0
20896,0
20904,0
20915,0
20918,0
20937,0
20954,0
20972,0
20988,0
21012,0
21014,0
21044,0
21055,0
21095,0
21114,0
21117,0
4755,0
4777,0
21165,0
21179,0
4820,0
21211,0
21218,0
21248,0
21254,0
21259,0
21264,0
21266,0
21275,0
21302,0
21315,0
21324,0
21325,0
21330,0
21336,0
21354,0
21356,0
21359,0
21373,0
21385,0
21386,0
21414,0
21416,0
21435,0
21436,0
21437,0
5055,0
21441,0
21448,0
21453,0
21490,0
5356,0
5437,0
5565,0
5678,0
5912,0
5967,0
6047,0
6173,0
6186,0
6198,0
6283,0
6297,0
6437,0
6447,0
6466,0
6586,0
6591,0
6765,0
6790,0
6813,0
6840,0
6865,0
7083,0
7120,0
7128,0
7226,0
7264,0
7459,0
7472,0
7726,0
7734,0
7821,0
7826,0
7836,0
7841,0
7884,0
7948,0
7970,0
8048,0
8313,0
8350,0
8458,0
8540,0
8738,0
8745,0
8868,0
8890,0
8946,0
8972,0
8976,0
8997,0
9115,0
9235,0
9316,0
9372,0
9810,0
9914,0
10099,0
10130,0
10225,0
10411,0
10430,0
10532,0
10564,0
10612,0
10907,0
11111,0
11475,0
11635,0
11667,0
11721,0
12085,0
12150,0
12266,0
12306,0
12616,0
12619,0
12893,0
13014,0
13064,0
13615,0
13717,0
13890,0
14752,0
15000,0
15079,0
15221,0
15247,0
15489,0
15515,0
15590,0
15594,0
15626,0
15692,0
15715,0
15908,0
15944,0
16283,0
16284,0
16350,0
16360,0
16371,0
17117,1
17403,1
17417,1
17436,1
17462,1
17925,1
17979,1
1723,1
18160,1
18231,1
18271,1
18328,1
18357,1
18371,1
18372,1
18418,1
18470,1
2635,1
2677,1
19097,1
19199,1
19238,1
2968,1
19491,1
3440,1
19882,1
20034,1
20090,1
3830,1
3973,1
20624,1
20632,1
4328,1
20719,1
20778,1
20902,1
20909,1
20959,1
21076,1
21131,1
21197,1
21369,1
21501,1
21517,1
5154,1
5818,1
7500,1
7642,1
7684,1
8109,1
8167,1
8197,1
8686,1
8688,1
8696,1
9208,1
9348,1
9473,1
9906,1
13056,1
13247,1
13320,1
14537,1
15230,1
17499,2
17568,2
17707,2
18014,2
18222,2
18397,2
19500,2
20005,2
5168,2
5192,2
5258,2
5382,2
5598,2
5880,2
6128,2
6407,2
6414,2
6493,2
7071,2
7311,2
8961,2
8978,2
9450,2
9559,2
9953,2
10122,2
10403,2
10449,2
10505,2
10506,2
10584,2
10586,2
10613,2
10619,2
10742,2
10760,2
11843,2
13271,2
13462,2
15095,2
15653,2
16403,3
49,3
1099,3
1429,3
1886,3
18426,3
18811,3
3285,3
3377,3
4259,3
21576,3
5481,3
5789,3
6957,3
7023,3
7136,3
9090,3
9505,3
9561,3
10302,3
12164,3
12179,3
12442,3
12504,3
12924,3
15575,3
16212,3
48,4
80,4
82,4
16487,4
111,4
16545,4
16546,4
16585,4
246,4
260,4
16650,4
279,4
16664,4
284,4
16670,4
16698,4
323,4
16725,4
378,4
416,4
438,4
439,4
16893,4
524,4
16908,4
16913,4
16939,4
17062,4
17169,4
17180,4
17186,4
17251,4
17258,4
17260,4
924,4
17316,4
1047,4
17440,4
1124,4
1174,4
17619,4
1308,4
17887,4
17896,4
17933,4
18061,4
18096,4
18109,4
1898,4
1913,4
1924,4
18321,4
2065,4
18481,4
18487,4
2149,4
2260,4
18749,4
2468,4
19017,4
19037,4
19044,4
19045,4
19053,4
19062,4
19073,4
19198,4
2858,4
2985,4
2993,4
19512,4
19515,4
19562,4
3348,4
19788,4
3514,4
3554,4
20170,4
20264,4
3930,4
20334,4
20393,4
20412,4
4065,4
4084,4
20494,4
4113,4
4115,4
4238,4
20757,4
20791,4
20807,4
20826,4
20837,4
4519,4
4544,4
21016,4
4644,4
21109,4
21113,4
4756,4
21146,4
4987,4
21403,4
5146,4
21536,4
21551,4
21553,4
